"","user_id","name","screen_name","location","description","followers_count","friends_count","updated"
"38","453297731","NOAA (uncensored)","noaagov","","Unofficial ""resistance"" group for NOAA. We are dedicated to the understanding and stewardship of the environment.",29762,31,2018-02-05 14:00:00
"39","824400401797619712","Rogue NOAA","RogueNOAA","United States","Research on our climate, oceans, and marine resources should be subject to peer [not political] review. *Not an official NOAA account*",55778,17,2018-02-05 14:00:00
"40","2460145735","NOAA Satellites PA","NOAASatellitePA","Silver Spring, MD","Media relations @NOAASatellites by PA Officer John Leslie. NOAA's weather satellites provide accurate, real-time and near-real-time observations.",7964,2453,2018-02-05 14:00:00
"41","334752934","Keeley Belva, NOAA","KeeleyBelvaNOAA","DC, via HI & CO","Acting Director of Public Affairs at @NOAA's National Ocean Service",785,692,2018-02-05 14:00:00
"42","2363266844","Eileen Sobeck","Eileen_NOAAFish","","Former Assistant Administrator for NOAA Fisheries from Jan. 2014 to Jan. 2017 https://t.co/RWf25yd3Uj",691,51,2018-02-05 14:00:00
"43","143063931","HRD/AOML/NOAA","HRD_AOML_NOAA","Key Biscayne, Fl","The Hurricane Research Division (HRD) is a part of the Atlantic Oceanographic and Meteorological Laboratory (AOML).",30240,7,2018-02-05 14:00:00
"44","80613575","NOAA/NASA SciJinks","scijinks","NASA-JPL, Pasadena, CA","SciJinks targets middle-school students and teachers with fun, games, and useful information about weather and other Earth science subjects.",7437,171,2018-02-05 14:00:00
"45","19990779","NOAA Coast Survey","NOAAcharts","USA","This account will not be actively managed during the federal government shutdown. Visit https://t.co/2IKPI9c0es to learn more.",12190,344,2018-02-05 14:00:00
"46","218951054","NOAA Digital Coast","NOAADigCoast","Charleston, SC","National Oceanic and Atmospheric Administration Office for Coastal Management works with partners to provide data, tools and information for coastal managers.",16427,3784,2018-02-05 14:00:00
"47","3689008517","NOAA SBIR","NOAASBIR","","Official Twitter account of the NOAA Small Business Innovation Research (#SBIR) Program. Likes, re-Tweets, and Follows do not constitute endorsement.",630,373,2018-02-05 14:00:00
"48","2216979384","Monica Allen NOAA","MAllenNOAA","Washington, D.C.","Public affairs @NOAAResearch. Helping journalists report on weather, climate, Great Lakes & the ocean. Tweets are my own. Contact: monica.allen@noaa.gov",861,1713,2018-02-05 14:00:00
"49","373526339","NOAA Habitat","NOAAHabitat","Silver Spring, MD","NOAA Fisheries' Office of Habitat Conservation protects, restores, and promotes stewardship of coastal and marine habitat to support our nation's fisheries.",13936,350,2018-02-14 11:54:32
"50","281530541","NOAA Fisheries","NOAAFisheries","United States","Science-based conservation & management for sustainable living marine resources & healthy ecosystems. Visit us online: http://t.co/dAXVYcS7Uq",41201,408,2018-02-14 11:54:32
"51","380946467","NOAA Fish media team","NOAAFishMedia","Washington, DC","Media relations @NOAAFisheries. Issues include fisheries management, marine mammals, sea turtles, aquaculture and more. Follows, RTs, mentions <U+2260> endorsement.",5306,760,2018-02-14 11:54:32
"52","501436692","Dr. Melanie Okoro","DrMelanieOkoro","California, USA","Environmental scientist @NOAAFisheries l Teaching #ecology | @UMBC ALUM #STEM #water #scicomm #diversity | Tweets are my own opinion",1530,1997,2018-02-14 11:54:32
"53","20701449","Rachel Brittin","GreenBrittin","Washington, DC","Mom, nature and science buff, living in DC. Comms for @AU_SPA at American University. Formerly @PewEnvironment @NOAAFisheries. Tweets are my own.",1628,2326,2018-02-14 11:54:32
"54","350860087","Mark Scheuerell","mark_scheuerell","Seattle, WA","Applied ecologist @NOAAFisheries Affiliate professor @UW_SAFS | #PNW | #rstats | #salmon | husband | father | cyclist | skier.",953,539,2018-02-14 11:54:32
"55","343422277","John Ewald NOAA","JohnNOAA","Washington, D.C.","Acting Director of Public Affairs at @NOAAFisheries (@NOAAFishMedia). 240-429-6127, john.ewald@noaa.gov",3608,3921,2018-02-14 11:54:32
"56","42208023","Michelle Klein","MichelleNKlein","Arizona // Seattle // Alaska","Fisheries observer @NOAAFisheries. Studied humpback dolphins in Hong Kong and Taiwan. Sometimes I paint pretty pictures of whales. Cartophile & bibliophile.",426,921,2018-02-14 11:54:32
"57","300531865","NOAAFish_WCRO","NOAAFish_WCRO","Portland","NOAA Fisheries West Coast Region works to protect, conserve, and recover living marine resources and their habitats in Washington, Oregon, Idaho, & California",1919,783,2018-02-14 11:54:32
"58","14342564","NOAA","NOAA","USA (Formerly @usNOAAgov)","NOAA provides science, service and stewardship to protect life and property, and conserve/protect the Earth's natural resources. (Follows are not endorsements).",925854,118,2018-02-14 11:54:32
"59","36711678","NOAA Satellites","NOAASatellites","Silver Spring, MD","NOAA National Environmental Satellite, Data and Information Service (NESDIS) manages NOAA's constellation of environmental satellites and the data they provide.",1301777,554,2018-02-14 11:54:32
"60","373373336","NOAA Research","NOAAResearch","US","NOAA Research provides the research foundation for understanding our planet and technological innovation and scientific advances that improve our lives.",56088,498,2018-02-14 11:54:32
"61","619247259","NOAAHurricaneHunters","NOAA_HurrHunter","Lakeland, FL","https://t.co/hXWKZAi00s…
Information about missions conducted by NOAA aircraft #NOAA49 (NOAA G-IV), #NOAA42, and #NOAA43 (NOAA P-3)",107612,242,2018-02-14 11:54:32
"62","16878156","NOAA's Ocean Service","noaaocean","","NOAA's National Ocean Service is the nation's premier federal science agency for the ocean and our coasts.",172871,246,2018-02-14 11:54:32
"63","16027546","NOAA Ocean Explorer","oceanexplorer","","NOAA Ocean Explorer is an educational website for all who wish to learn about, discover, and virtually explore the ocean realm.",205344,799,2018-02-14 11:54:32
"64","16619904","NOAA Ocean Today","NOAAOceanToday","Washington, DC","Ocean Today is a multimedia exhibit in 43 aquariums + learning centers. Partnership between NOAA + Smithsonian. Follow us for the latest ocean news!",55298,305,2018-02-14 11:54:32
"65","29774968","NOAA Communications","NOAAComms","Washington, D.C., USA","News on weather, oceans, fish, climate, satellites, science research & more from the @NOAA Office of Communications led by Director Julie Roberts.",96705,191,2018-02-14 11:54:32
"66","916735110","NOAA NCEI Climate","NOAANCEIclimate","United States","NOAA’s National Centers for Environmental Information (NCEI) preserve, monitor, assess, and provide access to the Nation’s environmental data and information.",39265,65,2018-02-14 11:54:32
"67","552985513","NOAA Climate.gov","NOAAClimate","","Toward a Climate-Smart Nation. Follow us for #climate news, #science, #data, resources, and more!",67696,300,2018-02-14 11:54:32
"68","1006382972","NOAA Marine/Aviation","NOAA_OMAO","Silver Spring, MD","NOAA's Office of Marine and Aviation Operations comprises NOAA's fleet of research ships and aircraft, as well as the NOAA Commissioned Officer Corps.",4714,70,2018-02-14 11:54:32
"69","25155290","NOAA NSSL","NOAANSSL","Norman, Oklahoma","Official Twitter feed for NOAA's National Severe Storms Laboratory. Please email with questions and comments: nssl.outreach@noaa.gov",66450,1246,2018-02-14 11:54:32
"70","824126001936474112","Alternative NOAA","altNOAA","Silver Spring, MD","The Unofficial Resistance team of the NOAA. Account not tax payer subsidized. NOAA studies the oceans, and the atmosphere to understand our planet. #BlueTide <f0><U+009F><U+008C><U+008A>",169080,322,2018-02-14 11:54:32
"71","267457429","NOAA Marine Debris","NOAADebris","Silver Spring, MD","The NOAA Marine Debris Program leads national and international efforts to keep the sea free of debris!",11958,368,2018-02-14 11:54:32
"72","2196784676","NOAA Clean Coasts","NOAACleanCoasts","","NOAA's Office of Response and Restoration develops scientific solutions to keep the coasts clean from threats of oil, chemicals, and marine debris.",6923,419,2018-02-14 11:54:32
"73","2711909377","NOAA AOML","NOAA_AOML","Miami, Florida","Atlantic Oceanographic & Meteorological Laboratory: A @NOAA research lab improving ocean services, ecosystem management and hurricane research for the nation.",5087,176,2018-02-14 11:54:32
"74","3331224411","NOAA WRN Ambassadors","WRNAmbassadors","","Official Twitter account for the NOAA Weather-Ready Nation Ambassador™ initiative. Details: http://t.co/mRyGMdRYT3",4062,421,2018-02-14 11:54:32
"75","3001660079","NOAA Coral Program","NOAACoral","Maryland, USA","@NOAACoral is the official Twitter account for NOAA's Coral Reef Conservation Program. We preserve & restore coral reefs for current and future generations.",3468,246,2018-02-14 11:54:32
"76","33578432","NOAA Teacher at Sea","TeacherAtSea","Nationwide","NOAA’s Teacher at Sea program gives K-College teachers insight into our ocean planet & increases understanding of science through real research projects.",13539,890,2018-02-14 11:54:32
"77","991531530","NOAA NCEI Ocean Geo","NOAANCEIocngeo","United States","NOAA’s National Centers for Environmental Information (NCEI) preserve, monitor, assess, and provide access to the Nation’s environmental data and information.",3368,133,2018-02-14 11:54:32
"78","747469422516932608","NOAA Education","NOAAeducation","","#Student opportunities, #educator professional development, grants, and the adventures of #NOAAScholars, brought to you by @NOAA. Like,RT,follow<U+2260>endorsement.",1850,233,2018-02-14 11:54:32
"79","3040284751","NOAA ESRL","NOAA_ESRL","Boulder, CO","The NOAA Earth System Research Laboratory: World-class climate, weather, and air quality research and information products for the nation.",1688,377,2018-02-14 11:54:32
"80","57077129","NOAA's Monterey Bay NMS","MBNMS","Monterey, CA USA","NOAA's Monterey Bay National Marine Sanctuary (MBNMS) is a federal marine protected area offshore of California's central coast, from Marin to Cambria.",3703,272,2018-02-14 11:54:32
"81","48307930","NOAA HI Islands Humpback Whale NMS","Hihumpbackwhale","Hawaii","NOAA's Hawaiian Islands Humpback Whale National Marine Sanctuary protects humpback whales and their habitat in Hawaii.  Get involved in protecting our ocean.",2579,16,2018-02-14 11:54:32
"82","16186865","NOAA's Cordell Bank National Marine Sanctuary","CordellBank","Point Reyes, CA","Cordell Bank National Marine Sanctuary is one of NOAA's 14 underwater treasures protected by the National Marine Sanctuary Program.",1221,68,2018-02-14 11:54:32
"83","1228588171","NOAA Channel Islands NMS","NOAA_CINMS","","NOAA Channel Islands National Marine Sanctuary was designated in 1980 to protect marine resources surrounding five northern Channel Islands off California.",1475,122,2018-02-14 11:54:32
"84","200194491","NOAA's Farallones Sanctuary","GFNMS","San Francisco","NOAA's Greater Farallones National Marine Sanctuary off San Francisco protects ocean wildlife and habitats through education and research.",551,33,2018-02-14 11:54:32
"85","453297731","NOAA (uncensored)","noaagov","","Unofficial ""resistance"" group for NOAA. We are dedicated to the understanding and stewardship of the environment.",29733,31,2018-02-14 11:54:32
"86","19990779","NOAA Coast Survey","NOAAcharts","USA","This account will not be actively managed during the federal government shutdown. Visit https://t.co/2IKPI9c0es to learn more.",12231,344,2018-02-14 11:54:32
"87","824400401797619712","Rogue NOAA","RogueNOAA","United States","Research on our climate, oceans, and marine resources should be subject to peer [not political] review. *Not an official NOAA account*",55716,17,2018-02-14 11:54:32
"88","15822969","Sanctuaries (NOAA)","sanctuaries","United States","The National Marine Sanctuary System is a network of special places preserving & protecting America's ocean and Great Lakes. RTs/follows are not endorsements.",64254,2361,2018-02-14 11:54:32
"89","2460145735","NOAA Satellites PA","NOAASatellitePA","Silver Spring, MD","Media relations @NOAASatellites by PA Officer John Leslie. NOAA's weather satellites provide accurate, real-time and near-real-time observations.",7979,2463,2018-02-14 11:54:32
"90","316654916","NOAA Great Lakes Environmental Research Laboratory","NOAA_GLERL","Ann Arbor, Michigan","Innovative research on the dynamic environments and ecosystems of the Great Lakes.",7608,1757,2018-02-14 11:54:32
"91","334752934","Keeley Belva, NOAA","KeeleyBelvaNOAA","DC, via HI & CO","Acting Director of Public Affairs at @NOAA's National Ocean Service",785,692,2018-02-14 11:54:32
"92","2363266844","Eileen Sobeck","Eileen_NOAAFish","","Former Assistant Administrator for NOAA Fisheries from Jan. 2014 to Jan. 2017 https://t.co/RWf25yd3Uj",691,51,2018-02-14 11:54:32
"93","143063931","HRD/AOML/NOAA","HRD_AOML_NOAA","Key Biscayne, Fl","The Hurricane Research Division (HRD) is a part of the Atlantic Oceanographic and Meteorological Laboratory (AOML).",30217,7,2018-02-14 11:54:32
"94","80613575","NOAA/NASA SciJinks","scijinks","NASA-JPL, Pasadena, CA","SciJinks targets middle-school students and teachers with fun, games, and useful information about weather and other Earth science subjects.",7459,171,2018-02-14 11:54:32
"95","218951054","NOAA Digital Coast","NOAADigCoast","Charleston, SC","National Oceanic and Atmospheric Administration Office for Coastal Management works with partners to provide data, tools and information for coastal managers.",16463,3783,2018-02-14 11:54:32
"96","3689008517","NOAA SBIR","NOAASBIR","","Official Twitter account of the NOAA Small Business Innovation Research (#SBIR) Program. Likes, re-Tweets, and Follows do not constitute endorsement.",634,373,2018-02-14 11:54:32
"97","2669881327","Science On a Sphere®","NOAA_SOS","Boulder, CO","NOAA's Science On a Sphere® (SOS)  is a room-sized spherical data visualization tool. SOS ExplorerTM (SOSx) is a new flat screen exhibit and SOSx Lite is free!",1062,231,2018-02-14 11:54:32
"98","1468133850","Brady Phillips NOAA","BradyNOAA","Washington, DC, USA","Marine biologist & climate communicator @NOAA HQ. Work with media & stakeholders on climate & ocean topics. Tweets are my own. Contact: brady.phillips@noaa.gov",865,869,2018-02-14 11:54:32
"99","18019555","NOAA Sea Grant","SeaGrant","USA","Science Serving America's Coasts",16748,198,2018-02-14 11:54:32
"100","46173011","NOAA Fisheries NWFSC","NOAAFish_NWFSC","Seattle, WA","We provide the science to protect the living marine resources of the Pacific Northwest, including salmon, groundfish and killer whales.
nwfsc.inquiries@noaa.gov",6154,655,2018-02-14 11:54:32
"101","714912690","NOAA Fisheries NE/MA","NOAAFish_GARFO","Gloucester, MA","NOAA Fisheries Greater Atlantic Region New England/Mid Atlantic (ME to VA) Mission: Stewardship of marine life through science-based conservation and management",2427,390,2018-02-14 11:54:32
"102","16204696","Keli Pirtle NOAA","keliwxNOAA","Norman, Oklahoma","Public Affairs Specialist, NOAA Communications -- work with severe weather, tornado and radar experts in Norman, Okla.",726,363,2018-02-14 11:54:32
"103","408577000","NOAA Fish Southeast","NOAAFish_SERO","St. Petersburg, FL","Allison Garrett is the public affairs officer who manages this account - Contact @ allison.garrett@noaa.gov Skype: allison.garrett1234",2949,131,2018-02-14 11:54:32
"104","450796093","NOAA Stellwagen Bank NMS","NOAASBNMS","Scituate, MA","",1141,105,2018-02-14 11:54:32
"105","807806754","NOAA Fisheries AK","NOAAFisheriesAK","Alaska, USA","Alaska Fisheries Science Cntr (http://t.co/9DkYQ2TJ8j) conducts the science behind the success of Alaska Fisheries; Alaska Region provides regulatory oversight.",2571,154,2018-02-14 11:54:32
"106","977062896","NOAA's Flower Garden Banks Natl Marine Sanctuary","fgbnms","Galveston, TX","Flower Garden Banks National Marine Sanctuary, in the Gulf of Mexico, is home to thriving coral reefs off the coasts of Texas and Louisiana.",2010,192,2018-02-14 11:54:32
"107","1311640225","NOAA Florida Keys NMS","FloridaKeysNMS","Florida Keys","Florida Keys National Marine Sanctuary protects 2,900 square nautical miles of waters surrounding the Florida Keys, from south of Miami to the Dry Tortugas.",2164,433,2018-02-14 11:54:32
"108","3130783150","NOAA Gray's Reef NMS","GraysReefNMS","Savannah, GA","Our Gray's Reef Film Festival is FREE February 9-11.  Visit our website to learn more: https://t.co/3s0iPwg8KR",533,140,2018-02-14 11:54:32
"109","2612178961","NOAA's Olympic Coast National Marine Sanctuary","OlympicCoast","","Olympic Coast National Marine Sanctuary represents one of North America's most productive marine ecosystems and wilderness shorelines.
http://t.co/CEOSlKFCaU",1021,206,2018-02-14 11:54:32
"110","1312235000","NOAA Fisheries PIRO","NOAAFish_PIRO","Honolulu, HI","Recovering protected species, maintaining healthy ecosystems, and building sustainable fisheries within the Pacific Islands Region.",729,409,2018-02-14 11:54:32
"111","30012299","NOAA Monitor NMS","MonitorNMS","Newport News, VA","Monitor National Marine Sanctuary protects the USS Monitor. Visit our web site to learn about the Monitor and the work we do to protect our maritime heritage.",223,66,2018-02-14 11:54:32
"112","726980478","NOAA Fisheries PIFSC","NOAAFish_PIFSC","Pacific Islands Region","Pacific Islands Fisheries Science Center conducts scientific research & monitoring that support the conservation and management of living marine resources.",1152,121,2018-02-14 11:54:32
"113","3506049982","NOAA Space Weather","NWSSWPC","Boulder, CO","",5240,21,2018-02-14 11:54:32
"114","454313925","NWS","NWS","United States","Official Twitter account for NOAA's National Weather Service. Details: http://t.co/mRyGMdRYT3",2673582,281,2018-02-14 11:54:32
"115","1347581462","NOAA OA Program","OA_NOAA","","Providing leadership to better understand and predict changes in the Earth's environment as a consequence of the acidification of the oceans and Great Lakes",1385,131,2018-02-14 11:54:32
"116","1197189060","NOAA68","NOAA68","Aircraft Operations Center","NOAA68 is a multi-mission scientific platform featuring dual, downward-facing sensor ports that can support a wide variety of remote sensing systems.",175,19,2018-02-14 11:54:32
"117","2216979384","Monica Allen NOAA","MAllenNOAA","Washington, D.C.","Public affairs @NOAAResearch. Helping journalists report on weather, climate, Great Lakes & the ocean. Tweets are my own. Contact: monica.allen@noaa.gov",862,1713,2018-02-14 11:54:32
"118","879381539490058240","NOAA Small Business","NOAASmallBiz","Silver Spring, MD","The official Twitter page of the National Oceanic & Atmospheric Administration (NOAA) Small Business Office.",321,78,2018-02-14 11:54:32
"119","1300503260","NOAA-CREST","NOAACREST","New York, NY","The NOAA-CREST at CCNY promotes the integration of satellite remote sensing technology in research, education, and public outreach.",309,201,2018-02-14 11:54:32
"120","888396769993904128","NOAA T2","NOAA_T2","Maryland, USA","NOAA Technology Transfer Office Program Mgr: Derek Parks https://t.co/X4NTIM2jMN #techtransfer #NOAA #T2",118,716,2018-02-14 11:54:32
"121","834051309124845568","NOAA NART","NoaaNart","","North Atlantic Regional Team (NART) is a network NOAA employees and partners representing the agency’s diverse capabilities across the northeast.",38,52,2018-02-14 11:54:32
"122","717024743690342400","Theo Stein","TheoSteinNOAA","Boulder, CO","Recovering journo now supporting NOAA-Boulder labs and ops. Tweets are my own. Ping me at theo.stein@noaa.gov",71,78,2018-02-14 11:54:32
"123","35060887","Simon Carn","simoncarn","Hancock, MI, USA","Volcanologist, prof. @michigantech, runner, ski marathoner. Sniffing volcanoes from space with @NASA @NOAA data.",1341,456,2018-02-14 11:54:32
"124","733327185231130624","NOAA LMRCSC","NOAALMRCSC","Princess Anne, MD","The NOAA Living Marine Resources Cooperative Science Center trains students from underrepresented groups in marine science. Lead institution located at UMES.",197,382,2018-02-14 11:54:32
"125","30255833","The GLOBE Program","GLOBEProgram","-no endorsements made","The GLOBE Program connects students, teachers and scientists from around the world to better understand Earth as a system. Sponsored by @NASA, @NOAA and @NSF.",3536,1177,2018-02-14 11:54:32
"126","508283667","Deborah Martorell","DeborahWAPA","Puerto Rico","Journalist & Meteorologist certified by the American Meteorological Society, @NASAJPL & @NOAA Ambassador. Chief Meteorologist for @WapaTV & @NotiUno.",158359,1556,2018-02-14 11:54:32
"127","83972205","Earthquakes Tsunamis","NewEarthquake","Worldwide","World earthquakes magnitude 5+ and tsunami warnings. Avatar shows last earthquake. Sources: USGS NOAA GEOFON. #earthquake",896312,7,2018-02-14 11:54:32
"128","199872597","BJ Bonner","noaaAviator","Tampa, FL","Follower of Christ, NOAA Corps Aviator, Geographer, Camper, Hunter, Hiker, Friend",267,225,2018-02-14 11:54:32
"129","726951074","NIDIS","DroughtGov","Boulder, Colorado","NOAA's National Integrated Drought Information System (NIDIS). 

Follow us for #drought information, outlooks, resources, and more!",3675,452,2018-02-14 11:54:32
"130","343590764","Marine Cadastre","MarineCadastre","The Ocean","NOAA’s Office for Coastal Management and DOI’s Bureau of Ocean Energy Management created Marine Cadastre to support ocean energy siting.",2359,1360,2018-02-14 11:54:32
"131","829347876635545600","NOAAFish_NEFSC","NOAAFish_NEFSC","Woods Hole, MA","Providing ecosystem-based science to support stewardship of living marine resources under changing climatic conditions. Some images taken by special permit.",617,340,2018-02-14 11:54:32
"132","575905433","Dr. Sarah Myhre <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","SarahEMyhre","Seattle, Washington","2017 Most Influential People in Seattle. Research associate @UW Board member of @500womensci and @womendemocracy. @ucdavis @noaa @wwu alum. @sea500womensci",4828,2480,2018-02-14 11:54:32
